image_id,x,y,w,h,gt_icdas,y_ge1,y_ge2,y_ge3,y_ge4,y_ge5,y_ge6,mask_ge1,mask_ge2,mask_ge3,mask_ge4,mask_ge5,mask_ge6
6.jpg,1524,391,121,221,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1653,347,140,208,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1802,380,80,169,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1868,347,88,205,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,674,392,292,331,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,468,431,235,246,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,320,400,183,242,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,191,370,166,223,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,87,342,133,180,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,104,527,169,155,2,1,1,0,0,0,0,1,1,1,1,1,1
6.jpg,309,633,225,181,1,1,0,0,0,0,0,1,1,1,1,1,1
6.jpg,538,667,168,193,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,726,710,177,140,2,1,1,0,0,0,0,1,1,1,1,1,1
6.jpg,906,692,174,159,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1081,691,174,153,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1257,661,183,171,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1443,618,144,192,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1600,561,142,222,0,0,0,0,0,0,0,1,1,1,1,1,1
6.jpg,1729,561,109,193,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,44,364,242,339,3,1,1,1,0,0,0,1,1,1,1,1,1
2.jpg,288,350,262,336,1,1,0,0,0,0,0,1,1,1,1,1,1
2.jpg,552,435,266,280,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,829,394,298,350,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,1140,456,263,308,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,1410,510,203,245,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,1614,519,306,221,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,1823,695,159,181,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,1484,744,350,180,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,1227,723,244,246,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,954,700,280,295,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,694,668,256,297,2,1,1,0,0,0,0,1,1,1,1,1,1
2.jpg,499,667,197,279,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,347,661,154,298,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,227,698,118,264,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,137,698,89,208,0,0,0,0,0,0,0,1,1,1,1,1,1
2.jpg,70,697,69,166,0,0,0,0,0,0,0,1,1,1,1,1,1
177.jpg,238,932,284,258,4,1,1,1,1,0,0,1,1,1,1,1,1
177.jpg,309,758,275,238,3,1,1,1,0,0,0,1,1,1,1,1,1
177.jpg,386,638,224,169,2,1,1,0,0,0,0,1,1,1,1,1,1
177.jpg,394,453,232,196,2,1,1,0,0,0,0,1,1,1,1,1,1
177.jpg,468,314,200,152,1,1,0,0,0,0,0,1,1,1,1,1,1
177.jpg,625,262,190,128,1,1,0,0,0,0,0,1,1,1,1,1,1
177.jpg,818,240,214,138,1,1,0,0,0,0,0,1,1,1,1,1,1
177.jpg,1034,207,220,154,0,0,0,0,0,0,0,1,1,1,1,1,1
177.jpg,1220,273,198,137,1,1,0,0,0,0,0,1,1,1,1,1,1
177.jpg,1402,293,216,189,1,1,0,0,0,0,0,1,1,1,1,1,1
177.jpg,1433,484,246,189,2,1,1,0,0,0,0,1,1,1,1,1,1
177.jpg,1449,675,243,155,2,1,1,0,0,0,0,1,1,1,1,1,1
177.jpg,1425,833,282,197,3,1,1,1,0,0,0,1,1,1,1,1,1
177.jpg,1503,969,287,210,4,1,1,1,1,0,0,1,1,1,1,1,1
36.jpg,254,319,206,306,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,439,395,230,311,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,645,357,337,356,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,981,322,343,378,0,0,0,0,0,0,0,1,1,1,1,1,1
36.jpg,1320,367,224,319,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,1549,320,213,308,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,1722,395,179,267,0,0,0,0,0,0,0,1,1,1,1,1,1
36.jpg,986,621,188,216,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,1328,613,258,260,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,1535,529,200,288,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,416,592,193,186,1,1,0,0,0,0,0,1,1,1,1,1,1
36.jpg,793,630,178,240,1,1,0,0,0,0,0,1,1,1,1,1,1
202.jpg,713,700,355,292,1,1,0,0,0,0,0,1,1,1,1,1,1
202.jpg,719,994,304,176,0,0,0,0,0,0,0,1,1,1,1,1,1
202.jpg,783,508,323,206,0,0,0,0,0,0,0,1,1,1,1,1,1
202.jpg,797,333,352,178,1,1,0,0,0,0,0,1,1,1,1,1,1
202.jpg,849,251,311,119,0,0,0,0,0,0,0,1,1,1,1,1,1
202.jpg,977,751,278,233,1,1,0,0,0,0,0,1,1,1,1,1,1
202.jpg,994,613,252,142,0,0,0,0,0,0,0,1,1,1,1,1,1
137.jpg,0,905,370,385,3,1,1,1,0,0,0,1,1,1,1,1,1
137.jpg,199,743,293,212,4,1,1,1,1,0,0,1,1,1,1,1,1
137.jpg,246,414,299,311,4,1,1,1,1,0,0,1,1,1,1,1,1
137.jpg,425,282,174,175,0,0,0,0,0,0,0,1,1,1,1,1,1
137.jpg,600,209,179,184,5,1,1,1,1,1,0,1,1,1,1,1,1
137.jpg,762,167,249,195,4,1,1,1,1,0,0,1,1,1,1,1,1
137.jpg,1006,180,223,205,5,1,1,1,1,1,0,1,1,1,1,1,1
137.jpg,1231,252,187,190,5,1,1,1,1,1,0,1,1,1,1,1,1
137.jpg,1469,493,306,324,4,1,1,1,1,0,0,1,1,1,1,1,1
137.jpg,1537,756,362,364,5,1,1,1,1,1,0,1,1,1,1,1,1
157.jpg,897,512,146,169,2,1,1,0,0,0,0,1,1,1,1,1,1
157.jpg,1009,490,101,182,1,1,0,0,0,0,0,1,1,1,1,1,1
157.jpg,918,657,71,159,2,1,1,0,0,0,0,1,1,1,1,1,1
157.jpg,993,672,30,140,1,1,0,0,0,0,0,1,1,1,1,1,1
72.jpg,39,15,329,310,4,1,1,1,1,0,0,1,1,1,1,1,1
72.jpg,134,308,323,331,3,1,1,1,0,0,0,1,1,1,1,1,1
72.jpg,267,613,253,192,2,1,1,0,0,0,0,1,1,1,1,1,1
72.jpg,376,778,210,218,1,1,0,0,0,0,0,1,1,1,1,1,1
72.jpg,531,929,178,187,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,680,1023,172,163,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,845,1042,155,165,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1005,1048,155,155,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1162,1015,169,166,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1287,934,180,183,0,0,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1402,780,213,214,1,1,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1461,598,255,212,2,1,1,0,0,0,0,1,1,1,1,1,1
72.jpg,1522,310,302,323,1,1,0,0,0,0,0,1,1,1,1,1,1
72.jpg,1606,12,321,317,2,1,1,0,0,0,0,1,1,1,1,1,1
53.jpg,167,118,244,264,2,1,1,0,0,0,0,1,1,1,1,1,1
53.jpg,229,347,269,340,3,1,1,1,0,0,0,1,1,1,1,1,1
53.jpg,365,652,210,207,2,1,1,0,0,0,0,1,1,1,1,1,1
53.jpg,474,826,217,230,1,1,0,0,0,0,0,1,1,1,1,1,1
53.jpg,622,983,201,197,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,780,1064,165,163,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,946,1099,147,147,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,1097,1073,142,144,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,1242,1055,158,142,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,1334,907,195,202,0,0,0,0,0,0,0,1,1,1,1,1,1
53.jpg,1425,726,224,219,1,1,0,0,0,0,0,1,1,1,1,1,1
53.jpg,1481,539,211,187,2,1,1,0,0,0,0,1,1,1,1,1,1
53.jpg,1536,233,233,306,4,1,1,1,1,0,0,1,1,1,1,1,1
53.jpg,1558,0,226,244,3,1,1,1,0,0,0,1,1,1,1,1,1
253.jpg,249,964,277,253,2,1,1,0,0,0,0,1,1,1,1,1,1
253.jpg,300,757,277,260,2,1,1,0,0,0,0,1,1,1,1,1,1
253.jpg,386,619,246,170,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,453,453,242,197,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,554,284,189,192,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,688,170,163,149,0,0,0,0,0,0,0,1,1,1,1,1,1
253.jpg,800,66,218,183,0,0,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1022,63,199,182,0,0,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1190,140,154,162,0,0,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1269,250,186,206,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1311,417,243,196,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1381,587,227,162,1,1,0,0,0,0,0,1,1,1,1,1,1
253.jpg,1388,735,269,258,2,1,1,0,0,0,0,1,1,1,1,1,1
253.jpg,1415,951,262,244,2,1,1,0,0,0,0,1,1,1,1,1,1
232.jpg,681,453,210,245,0,0,0,0,0,0,0,1,1,1,1,1,1
232.jpg,902,495,200,233,3,1,1,1,0,0,0,1,1,1,1,1,1
232.jpg,867,704,104,199,1,1,0,0,0,0,0,1,1,1,1,1,1
232.jpg,652,715,187,237,1,1,0,0,0,0,0,1,1,1,1,1,1
226.jpg,287,423,249,323,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,129,504,177,224,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,122,716,163,182,1,1,0,0,0,0,0,1,1,1,1,1,1
226.jpg,260,722,158,135,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,564,740,166,131,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,525,392,281,357,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,805,430,246,284,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,1060,374,249,317,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,936,647,242,313,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,726,690,204,183,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,1183,654,227,295,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,1299,422,229,264,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,1396,685,143,179,0,0,0,0,0,0,0,1,1,1,1,1,1
226.jpg,1513,618,226,176,3,1,1,1,0,0,0,1,1,1,1,1,1
226.jpg,1519,476,140,196,0,0,0,0,0,0,0,1,1,1,1,1,1
28.jpg,26,377,139,304,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,144,467,145,252,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,156,723,103,184,2,1,1,0,0,0,0,1,1,1,1,1,1
28.jpg,288,425,274,378,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,296,797,107,130,2,1,1,0,0,0,0,1,1,1,1,1,1
28.jpg,556,454,316,376,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,874,416,301,345,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,843,726,198,236,1,1,0,0,0,0,0,1,1,1,1,1,1
28.jpg,1055,648,254,344,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,1211,531,232,160,0,0,0,0,0,0,0,1,1,1,1,1,1
28.jpg,1299,685,257,277,3,1,1,1,0,0,0,1,1,1,1,1,1
28.jpg,1443,469,225,257,1,1,0,0,0,0,0,1,1,1,1,1,1
28.jpg,1676,537,222,183,1,1,0,0,0,0,0,1,1,1,1,1,1
28.jpg,1570,719,263,144,1,1,0,0,0,0,0,1,1,1,1,1,1
28.jpg,1843,700,150,130,5,1,1,1,1,1,0,1,1,1,1,1,1
168.jpg,87,471,59,159,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,136,495,103,158,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,216,509,117,185,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,297,488,136,197,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,420,477,151,200,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,549,435,194,221,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,755,415,233,244,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,994,415,239,244,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1232,436,175,217,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1406,432,117,229,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1509,476,104,190,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1583,495,84,175,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1658,464,95,170,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,155,655,137,140,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,299,678,85,131,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,384,648,160,152,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,543,652,134,122,0,0,0,0,0,0,0,1,1,1,1,1,1
168.jpg,667,616,168,156,0,0,0,0,0,0,0,1,1,1,1,1,1
168.jpg,826,648,156,69,0,0,0,0,0,0,0,1,1,1,1,1,1
168.jpg,983,645,151,90,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1132,621,150,128,0,0,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1287,639,126,110,0,0,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1410,639,137,158,1,1,0,0,0,0,0,1,1,1,1,1,1
168.jpg,1591,624,117,151,2,1,1,0,0,0,0,1,1,1,1,1,1
168.jpg,1539,661,56,128,1,1,0,0,0,0,0,1,1,1,1,1,1
155.jpg,142,39,309,248,3,1,1,1,0,0,0,1,1,1,1,1,1
155.jpg,222,287,333,327,4,1,1,1,1,0,0,1,1,1,1,1,1
155.jpg,350,560,260,215,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,387,753,241,226,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,509,924,213,217,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,680,1000,185,196,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,846,1055,171,187,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1017,1046,182,168,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1182,1009,185,180,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1299,899,195,203,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1384,706,242,245,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1407,514,262,216,0,0,0,0,0,0,0,1,1,1,1,1,1
155.jpg,1468,260,330,318,4,1,1,1,1,0,0,1,1,1,1,1,1
155.jpg,1453,3,318,249,5,1,1,1,1,1,0,1,1,1,1,1,1
273.jpg,186,482,85,181,2,1,1,0,0,0,0,1,1,1,1,1,1
273.jpg,250,448,71,224,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,84,415,104,211,2,1,1,0,0,0,0,1,1,1,1,1,1
273.jpg,292,434,111,261,2,1,1,0,0,0,0,1,1,1,1,1,1
273.jpg,392,390,193,333,2,1,1,0,0,0,0,1,1,1,1,1,1
273.jpg,579,372,236,310,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,795,403,269,336,0,0,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1071,375,275,353,0,0,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1327,412,195,281,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1507,459,170,308,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1660,529,111,231,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,406,654,170,234,2,1,1,0,0,0,0,1,1,1,1,1,1
273.jpg,579,644,204,259,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,927,719,131,151,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1051,709,174,203,0,0,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1229,662,121,162,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1340,665,193,277,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1529,699,131,230,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,1658,749,82,151,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,323,679,92,150,1,1,0,0,0,0,0,1,1,1,1,1,1
273.jpg,241,657,112,137,1,1,0,0,0,0,0,1,1,1,1,1,1
247.jpg,267,579,249,225,2,1,1,0,0,0,0,1,1,1,1,1,1
247.jpg,185,306,306,301,3,1,1,1,0,0,0,1,1,1,1,1,1
247.jpg,176,3,187,337,3,1,1,1,0,0,0,1,1,1,1,1,1
247.jpg,376,729,231,263,1,1,0,0,0,0,0,1,1,1,1,1,1
247.jpg,502,911,177,227,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,662,1001,189,160,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,821,1061,170,120,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,996,1058,171,110,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1144,1012,183,161,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1304,954,190,211,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1352,762,243,238,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1421,596,253,217,0,0,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1503,328,302,321,1,1,0,0,0,0,0,1,1,1,1,1,1
247.jpg,1638,62,174,291,2,1,1,0,0,0,0,1,1,1,1,1,1
15.jpg,1656,231,287,268,2,1,1,0,0,0,0,1,1,1,1,1,1
15.jpg,1501,475,324,298,1,1,0,0,0,0,0,1,1,1,1,1,1
15.jpg,1458,747,232,209,1,1,0,0,0,0,0,1,1,1,1,1,1
15.jpg,1303,825,203,234,1,1,0,0,0,0,0,1,1,1,1,1,1
15.jpg,1196,957,151,205,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,1021,1047,192,156,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,715,1038,144,132,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,548,951,160,172,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,364,812,206,229,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,246,648,233,181,0,0,0,0,0,0,0,1,1,1,1,1,1
15.jpg,138,348,318,295,3,1,1,1,0,0,0,1,1,1,1,1,1
15.jpg,60,73,303,270,2,1,1,0,0,0,0,1,1,1,1,1,1
204.jpg,6,477,291,320,0,0,0,0,0,0,0,1,1,1,1,1,1
204.jpg,291,464,303,333,0,0,0,0,0,0,0,1,1,1,1,1,1
204.jpg,590,483,230,286,0,0,0,0,0,0,0,1,1,1,1,1,1
204.jpg,828,403,246,353,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,767,675,217,285,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,987,706,165,200,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,1060,486,146,249,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,1231,678,253,131,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,1275,486,175,208,2,1,1,0,0,0,0,1,1,1,1,1,1
204.jpg,1178,539,114,197,0,0,0,0,0,0,0,1,1,1,1,1,1
204.jpg,571,719,186,210,1,1,0,0,0,0,0,1,1,1,1,1,1
204.jpg,381,748,184,176,1,1,0,0,0,0,0,1,1,1,1,1,1
16.jpg,981,351,312,345,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,684,350,301,341,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,1291,342,223,297,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,473,388,216,271,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,276,358,207,292,1,1,0,0,0,0,0,1,1,1,1,1,1
16.jpg,147,345,134,280,0,0,0,0,0,0,0,1,1,1,1,1,1
16.jpg,62,338,113,218,0,0,0,0,0,0,0,1,1,1,1,1,1
16.jpg,1482,239,232,330,1,1,0,0,0,0,0,1,1,1,1,1,1
16.jpg,1711,264,100,314,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,1826,321,77,202,0,0,0,0,0,0,0,1,1,1,1,1,1
16.jpg,124,584,74,139,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,211,617,89,169,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,287,629,159,233,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,447,623,206,289,3,1,1,1,0,0,0,1,1,1,1,1,1
16.jpg,627,642,224,283,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,824,658,209,279,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,1027,667,210,243,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,1229,620,198,280,4,1,1,1,1,0,0,1,1,1,1,1,1
16.jpg,1414,602,184,297,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,1581,571,171,220,2,1,1,0,0,0,0,1,1,1,1,1,1
16.jpg,1726,552,101,161,0,0,0,0,0,0,0,1,1,1,1,1,1
276.jpg,81,340,251,352,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,313,387,269,369,0,0,0,0,0,0,0,1,1,1,1,1,1
276.jpg,597,345,286,396,0,0,0,0,0,0,0,1,1,1,1,1,1
276.jpg,867,376,255,333,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,1110,422,244,366,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,1351,491,170,273,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,1525,497,118,229,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,1626,516,135,186,1,1,0,0,0,0,0,1,1,1,1,1,1
276.jpg,1759,486,152,194,1,1,0,0,0,0,0,1,1,1,1,1,1
